Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	ASR	Temp_C
1	0	0	0.46966785	0.23736179	0.09117493	0	0.20179544	20260132	351
2	-4	0	0.47035336	0.23257343	0.085492887	0	0.21158032	11812388	351
3	-8	0	0.46887282	0.22510794	0.083568245	0	0.222451	13315012	351
4	-12	0	0.47393173	0.2156321	0.079430483	0	0.23100567	9703123	351
5	-16	0	0.47665226	0.20804903	0.072668925	0	0.2426298	8117875.5	351
6	-20	0	0.47633082	0.20065185	0.066631868	0	0.25638545	8306371	351
7	-24	0	0.47636604	0.19299874	0.06364093	0	0.2669943	7212154.5	351
8	-28	0	0.48156089	0.182381	0.059894737	0	0.27616337	5656450	351
9	-32	0	0.48045537	0.17410852	0.054510064	0	0.29092607	6017406.5	351
10	-36	0	0.4809612	0.16781773	0.047109906	0	0.30411118	7733658.5	351
11	-40	0	0.47825792	0.15864307	0.04515031	0	0.31794867	9877167	351
12	0	3.75	0.46769935	0.24090065	0.092642777	0	0.19875723	9988066	351
13	-4	3.75	0.46845144	0.23542826	0.08726275	0	0.20885757	12733563	351
14	-8	3.75	0.46805874	0.2275992	0.084917724	0	0.21942434	8586563	351
15	-12	3.75	0.47245535	0.21818432	0.080677636	0	0.22868268	13116149	351
16	-16	3.75	0.47522387	0.21026504	0.073807344	0	0.24070373	18285592	351
17	-20	3.75	0.47607642	0.20187443	0.067905746	0	0.25414339	16154384	351
18	-24	3.75	0.47663629	0.19349594	0.06409549	0	0.26577228	16060450	351
19	-28	3.75	0.48171401	0.18284057	0.05968114	0	0.27576426	4263455.5	351
20	-32	3.75	0.48153341	0.17427856	0.05412617	0	0.29006186	8686504	351
21	-36	3.75	0.48114112	0.16792856	0.048256557	0	0.30267376	4162924.5	351
22	-40	3.75	0.47981405	0.15877014	0.044990018	0	0.31642577	4198357	351
23	0	7.5	0.46573088	0.2444395	0.094110601	0	0.195719	8135612	351
24	-4	7.5	0.46654949	0.23828308	0.089032613	0	0.2061348	1.8747454e+08	351
25	-8	7.5	0.46724468	0.23009044	0.086267203	0	0.21639767	3860630	351
26	-12	7.5	0.47097898	0.22073655	0.081924781	0	0.2263597	8390880	351
27	-16	7.5	0.4737955	0.21248105	0.074945763	0	0.23877767	5742203	351
28	-20	7.5	0.47582206	0.20309699	0.069179617	0	0.25190133	2238384.8	351
29	-24	7.5	0.47690654	0.19399315	0.06455005	0	0.26455027	3393548.5	351
30	-28	7.5	0.48186716	0.18330017	0.059467543	0	0.27536511	1567623.4	351
31	-32	7.5	0.48261148	0.17444861	0.053742282	0	0.28919765	1986429	351
32	-36	7.5	0.48132107	0.1680394	0.049403209	0	0.30123633	1.0319912e+08	351
33	-40	7.5	0.48137018	0.15889721	0.044829737	0	0.31490287	1718105.6	351
34	0	11.5	0.46363118	0.24821429	0.095676295	0	0.19247824	6151238.5	351
35	-4	11.5	0.46452078	0.24132821	0.090920463	0	0.20323053	27668006	351
36	-8	11.5	0.46637633	0.23274778	0.087706648	0	0.21316923	12410862	351
37	-12	11.5	0.46940419	0.22345892	0.083255067	0	0.22388184	2458579	351
38	-16	11.5	0.47227189	0.21484482	0.076160073	0	0.23672321	3677862.5	351
39	-20	11.5	0.47555071	0.20440105	0.070538417	0	0.24950981	3485597	351
40	-24	11.5	0.47719482	0.1945235	0.065034911	0	0.26324677	23473634	351
41	-28	11.5	0.48203051	0.18379039	0.059239704	0	0.27493939	43847836	351
42	-32	11.5	0.4837614	0.17462999	0.053332791	0	0.28827584	23442358	351
43	-36	11.5	0.48151299	0.16815762	0.050626311	0	0.29970309	57020072	351
44	-40	11.5	0.48303005	0.15903273	0.044658765	0	0.31327847	5.1087322e+08	351
45	0	15.25	0.4618648	0.25102192	0.096873306	0	0.19023998	8.0004742e+08	351
46	-4	15.25	0.46285281	0.24350025	0.09248244	0	0.2011645	3.2713027e+08	351
47	-8	15.25	0.46553534	0.23477376	0.088808984	0	0.21088192	16629707	351
48	-12	15.25	0.46805799	0.2255221	0.084210776	0	0.22220914	2821464.2	351
49	-16	15.25	0.47099835	0.21655239	0.077084795	0	0.23536447	1554774.2	351
50	-20	15.25	0.47520563	0.20533392	0.071615756	0	0.2478447	1454243.2	351
51	-24	15.25	0.47737989	0.19489813	0.065341428	0	0.26238057	6609911	351
52	-28	15.25	0.48209029	0.1841173	0.058983043	0	0.27480936	37066708	351
53	-32	15.25	0.48461381	0.17469664	0.052994765	0	0.28769481	16721755	351
54	-36	15.25	0.48180649	0.16808635	0.051455632	0	0.29865155	3.1444202e+08	351
55	-40	15.25	0.48431352	0.15916026	0.044509586	0	0.31201664	2.8795523e+08	351
56	0	19	0.46141198	0.24907666	0.096309893	0	0.19320147	12022875	351
57	-4	19	0.46270564	0.24123402	0.092693202	0	0.20336713	7985928.5	351
58	-8	19	0.46451929	0.23377538	0.088304922	0	0.21340042	9454233	351
59	-12	19	0.46755818	0.22440653	0.083272085	0	0.22476321	7532282.5	351
60	-16	19	0.47073129	0.21495503	0.076620549	0	0.23769315	3293331.5	351
61	-20	19	0.47427094	0.20438372	0.07141564	0	0.24992971	7615220.5	351
62	-24	19	0.4770112	0.19447602	0.06468574	0	0.26382706	1997110.5	351
63	-28	19	0.4815433	0.18358178	0.058446482	0	0.2764284	1283340.6	351
64	-32	19	0.48399955	0.17409112	0.052954849	0	0.2889545	4292044	351
65	-36	19	0.48283809	0.16683143	0.050222289	0	0.30010816	6.9790483e+08	351
66	-40	19	0.48382479	0.15929079	0.04443261	0	0.31245181	2.2805763e+08	351
67	0	23	0.46092898	0.24700172	0.095708922	0	0.19636038	8879708	351
68	-4	23	0.46254864	0.23881672	0.092918009	0	0.20571662	1.1144737e+09	351
69	-8	23	0.4634355	0.23271047	0.087767243	0	0.2160868	13364335	351
70	-12	23	0.46702504	0.22321659	0.082270801	0	0.22748758	4313406.5	351
71	-16	23	0.47044641	0.21325119	0.076125354	0	0.24017705	9795486	351
72	-20	23	0.47327393	0.20337015	0.071202181	0	0.25215375	5207818	351
73	-24	23	0.47661796	0.19402577	0.063986324	0	0.26536995	3744778.5	351
74	-28	23	0.48095989	0.18301059	0.057874143	0	0.27815539	582268.75	351
75	-32	23	0.48334435	0.17344522	0.05291228	0	0.29029813	2097295.8	351
76	-36	23	0.48393852	0.16549286	0.048906721	0	0.30166191	10844778	351
77	-40	23	0.48330349	0.15943003	0.044350501	0	0.31291598	8.9605293e+08	351
78	0	26.75	0.46047619	0.24505645	0.095145509	0	0.19932185	4.2090746e+08	351
79	-4	26.75	0.46240148	0.23655048	0.093128771	0	0.20791927	2.4106068e+09	351
80	-8	26.75	0.46241945	0.23171207	0.087263167	0	0.21860531	31913554	351
81	-12	26.75	0.4665252	0.22210102	0.08133211	0	0.23004168	14914083	351
82	-16	26.75	0.47017935	0.21165383	0.075661115	0	0.24250573	8890079	351
83	-20	26.75	0.47233921	0.20241995	0.071002059	0	0.25423878	2341146.2	351
84	-24	26.75	0.47624931	0.19360365	0.063330628	0	0.26681641	8171282.5	351
85	-28	26.75	0.4804129	0.18247509	0.057337582	0	0.27977443	11598760	351
86	-32	26.75	0.48273012	0.17283972	0.052872363	0	0.29155782	1.9225918e+08	351
87	-36	26.75	0.48497012	0.16423793	0.047673378	0	0.30311856	9316236	351
88	-40	26.75	0.48281476	0.15956056	0.044273518	0	0.31335118	4.0329411e+08	351
89	0	30.5	0.46168885	0.24052811	0.093412936	0	0.20437011	5.2396739e+08	351
90	-4	30.5	0.46287385	0.23300266	0.091541857	0	0.21258162	7.7118246e+08	351
91	-8	30.5	0.46338707	0.22772592	0.086073056	0	0.22281395	26447820	351
92	-12	30.5	0.46725836	0.21859565	0.079994455	0	0.23415153	22584910	351
93	-16	30.5	0.47067708	0.2087553	0.0748436	0	0.24572402	9512114	351
94	-20	30.5	0.472711	0.19977671	0.070014678	0	0.25749764	98693136	351
95	-24	30.5	0.47582626	0.19166708	0.063235283	0	0.26927137	1.0144402e+08	351
96	-28	30.5	0.47954458	0.18188027	0.057608493	0	0.28096667	90762712	351
97	-32	30.5	0.48174721	0.1722742	0.05321338	0	0.2927652	1.3787853e+10	351
98	-36	30.5	0.48431012	0.16396716	0.048356716	0	0.30336601	5.0506128e+08	351
99	-40	30.5	0.48247936	0.15832442	0.044413935	0	0.31478226	6.2594976e+08	351
100	0	34.5	0.4632557	0.23527396	0.091372997	0	0.21009736	99212592	351
101	-4	34.5	0.46347943	0.229008	0.089554146	0	0.21795844	7.1003782e+08	351
102	-8	34.5	0.46474469	0.22298375	0.084691033	0	0.22758053	4.5652682e+08	351
103	-12	34.5	0.46824276	0.2144644	0.078502156	0	0.23879069	5.6385306e+08	351
104	-16	34.5	0.47133347	0.20545003	0.073913604	0	0.24930288	20966990	351
105	-20	34.5	0.47332191	0.19667943	0.068832286	0	0.26116636	20333016	351
106	-24	34.5	0.47536612	0.18935288	0.063225523	0	0.27205545	25282596	351
107	-28	34.5	0.47856563	0.18123606	0.058029961	0	0.28216836	2.6433989e+08	351
108	-32	34.5	0.48063827	0.17167759	0.05363965	0	0.29404446	6.6036275e+08	351
109	-36	34.5	0.48332843	0.16383988	0.049400143	0	0.30343154	2.7134067e+08	351
110	-40	34.5	0.4821468	0.15678161	0.04459938	0	0.3164722	2.524075e+09	351
111	0	38.25	0.4647246	0.23034821	0.089460544	0	0.21546666	51892200	351
112	-4	38.25	0.4640471	0.22526301	0.087690674	0	0.22299919	3.3375338e+08	351
113	-8	38.25	0.46601748	0.21853794	0.083395377	0	0.2320492	2.7411715e+08	351
114	-12	38.25	0.46916559	0.21059138	0.077103131	0	0.24313989	4.6061718e+08	351
115	-16	38.25	0.47194889	0.20235133	0.073041745	0	0.25265804	1.1568161e+09	351
116	-20	38.25	0.47389469	0.19377573	0.067723781	0	0.26460579	1.2689322e+09	351
117	-24	38.25	0.47493476	0.18718334	0.063216388	0	0.27466553	6.3042342e+08	351
118	-28	38.25	0.4776479	0.18063211	0.058425091	0	0.28329492	5.027255e+08	351
119	-32	38.25	0.47959867	0.17111824	0.054039273	0	0.29524383	5.0049261e+08	351
120	-36	38.25	0.48240817	0.16372053	0.050378356	0	0.30349296	5.4464851e+08	351
121	-40	38.25	0.48183501	0.15533522	0.04477324	0	0.31805652	6.4623501e+08	351
122	0	42	0.4661935	0.22542246	0.087548092	0	0.22083595	63052860	351
123	-4	42	0.46461481	0.22151804	0.085827202	0	0.22803995	1.5505267e+08	351
124	-8	42	0.46729031	0.21409212	0.082099721	0	0.23651786	3.0155552e+08	351
125	-12	42	0.47008845	0.20671833	0.075704098	0	0.24748911	9.6749741e+08	351
126	-16	42	0.47256425	0.19925264	0.072169885	0	0.25601321	6.2995154e+09	351
127	-20	42	0.47446743	0.19087203	0.066615283	0	0.26804525	39680324	351
128	-24	42	0.47450337	0.18501377	0.063207246	0	0.27727562	11569543	351
129	-28	42	0.47673014	0.18002816	0.058820225	0	0.2844215	5.7652934e+08	351
130	-32	42	0.47855905	0.17055891	0.0544389	0	0.29644316	1.1432884e+09	351
131	-36	42	0.48148784	0.16360119	0.051356573	0	0.30355439	3.2047702e+08	351
132	-40	42	0.48152325	0.15388882	0.044947099	0	0.31964085	7.1000013e+08	351
