Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	Sigma_elec	d_um	Temp_C
1	0	0	0.45971781	0.2096048	0.080442697	0.23207569	0.018159	6.2762432e-05	0.18295	87
2	0	1.5	0.45969751	0.21005414	0.08055073	0.23164326	0.018054347	5.4647568e-05	0.1869532	87
3	0	3	0.45967725	0.21050349	0.080658749	0.23121083	0.017949697	6.6415574e-05	0.1909564	87
4	-4	0	0.46370485	0.19999199	0.074071094	0.24670346	0.015528599	5.7206613e-05	0.19585	87
5	-4	1.5	0.46288407	0.20099027	0.074764669	0.24585295	0.015508031	5.779291e-05	0.20088761	87
6	-4	3	0.46206331	0.20198858	0.075458243	0.2450024	0.015487462	5.803342e-05	0.2059252	87
7	-8	0	0.46400872	0.19313039	0.070555203	0.25825301	0.014052699	6.2933053e-05	0.20848	87
8	-8	1.5	0.46338338	0.19385163	0.070808254	0.25778204	0.01417468	6.0208873e-05	0.2140564	87
9	-8	3	0.46275803	0.19457287	0.071061313	0.25731114	0.01429666	7.7265577e-05	0.2196328	87
10	-12	0	0.46396035	0.18578991	0.064601108	0.27077594	0.014872701	5.613756e-05	0.21718	87
11	-12	1.5	0.46342143	0.18582842	0.065308228	0.27069509	0.014746833	6.0260962e-05	0.2232412	87
12	-12	3	0.46288255	0.18586694	0.066015355	0.27061421	0.014620966	7.5430173e-05	0.22930241	87
13	-16	0	0.46826619	0.1744262	0.058825798	0.28549451	0.012987301	7.6907723e-05	0.22477999	87
14	-16	1.5	0.46737629	0.17498079	0.059282903	0.28541645	0.01294356	7.0256698e-05	0.2315336	87
15	-16	3	0.46648636	0.17553541	0.059740003	0.2853384	0.01289982	8.5912579e-05	0.2382872	87
16	-20	0	0.46926317	0.16530779	0.054474793	0.29907057	0.011883698	7.686155e-05	0.22762001	87
17	-20	1.5	0.46860522	0.1656438	0.054609857	0.29938796	0.011753151	8.0714235e-05	0.2349712	87
18	-20	3	0.46794727	0.16597982	0.054744914	0.29970539	0.011622603	8.5209816e-05	0.2423224	87
19	-24	0	0.47066399	0.15384869	0.051356401	0.31311271	0.0110182	7.6365577e-05	0.22774	87
20	-24	1.5	0.47017291	0.15416129	0.051297549	0.31351268	0.01085554	8.0405662e-05	0.2355424	87
21	-24	3	0.46968186	0.15447387	0.051238704	0.31391269	0.01069288	8.4615531e-05	0.2433448	87
22	-28	0	0.47249609	0.1459257	0.044587102	0.32754299	0.0094480999	6.0769402e-05	0.22473	87
23	-28	1.5	0.47208205	0.14608148	0.044376176	0.32807693	0.0093833478	7.7783734e-05	0.23252881	87
24	-28	3	0.47166798	0.14623727	0.044165254	0.3286109	0.0093185967	7.9323479e-05	0.2403276	87
25	-32	0	0.4747144	0.1372111	0.039321899	0.33939031	0.0093622999	7.42747e-05	0.21775	87
26	-32	1.5	0.47407258	0.13711803	0.039477613	0.34010738	0.0092243962	7.6052464e-05	0.2258728	87
27	-32	3	0.47343075	0.13702495	0.039633326	0.34082448	0.0090864925	8.1624086e-05	0.2339956	87
28	-36	0	0.47814566	0.12627169	0.033348396	0.35079637	0.011437899	7.6194643e-05	0.20826	87
29	-36	1.5	0.47744668	0.12663226	0.033561841	0.35123202	0.011127207	7.7880301e-05	0.2163372	87
30	-36	3	0.47674772	0.12699282	0.033775285	0.35166767	0.010816515	8.0692553e-05	0.22441439	87
31	-40	0	0.47465873	0.12126961	0.032441504	0.35503155	0.016598601	7.4399301e-05	0.19866	87
32	-40	1.5	0.47433522	0.12122142	0.032173112	0.35612038	0.016149886	6.8959518e-05	0.2060184	87
33	-40	3	0.47401169	0.12117323	0.03190472	0.35720921	0.015701169	7.8689598e-05	0.21337681	87
34	0	12.5	0.45954883	0.21334933	0.081342906	0.22847202	0.017286902	5.4255099e-05	0.21630999	87
35	0	14	0.45944399	0.2126465	0.081350878	0.22937503	0.017183593	7.1100301e-05	0.214222	87
36	0	15.5	0.45933914	0.21194369	0.081358843	0.23027803	0.017080287	6.9778274e-05	0.212134	87
37	-4	12.5	0.45686504	0.20831119	0.079850897	0.23961568	0.015357199	8.2210332e-05	0.23783	87
38	-4	14	0.45696321	0.20761555	0.079400614	0.24061112	0.015409519	6.9963375e-05	0.23541079	87
39	-4	15.5	0.45706135	0.20691994	0.078950338	0.24160655	0.015461838	7.9987236e-05	0.23299161	87
40	-8	12.5	0.45879754	0.19914073	0.072664008	0.25432852	0.015069202	9.11811e-05	0.25494999	87
41	-8	14	0.45886484	0.19846782	0.072361328	0.25534022	0.014965774	8.9080087e-05	0.25236279	87
42	-8	15.5	0.45893213	0.19779491	0.072058655	0.25635195	0.014862346	8.6648484e-05	0.2497756	87
43	-12	12.5	0.4594695	0.18611081	0.070493802	0.27010211	0.0138238	9.5418043e-05	0.26769	87
44	-12	14	0.45992577	0.1855146	0.069841988	0.27097648	0.013741167	8.9832705e-05	0.26556119	87
45	-12	15.5	0.46038201	0.1849184	0.069190167	0.27185088	0.013658537	9.0130488e-05	0.26343241	87
46	-16	12.5	0.46085024	0.17904788	0.06263499	0.28484407	0.012622799	0.00010022777	0.28106001	87
47	-16	14	0.46103045	0.17834324	0.062456857	0.28559953	0.012569903	9.5486343e-05	0.27887839	87
48	-16	15.5	0.4612107	0.17763858	0.062278714	0.28635499	0.012517006	9.2529379e-05	0.2766968	87
49	-20	12.5	0.46378037	0.16810791	0.055600304	0.30171561	0.010795801	8.6688051e-05	0.28887999	87
50	-20	14	0.46390244	0.16738386	0.055335727	0.30251554	0.010862438	8.5773951e-05	0.2870284	87
51	-20	15.5	0.46402454	0.1666598	0.055071153	0.30331543	0.010929073	9.8105389e-05	0.28517681	87
52	-24	12.5	0.46657169	0.15645359	0.050866	0.31644601	0.0096627008	9.945326e-05	0.29276001	87
53	-24	14	0.466544	0.15567306	0.050627932	0.31751314	0.0096418681	9.7020413e-05	0.29106319	87
54	-24	15.5	0.46651629	0.15489252	0.050389864	0.3185803	0.0096210362	9.5907788e-05	0.28936639	87
55	-28	12.5	0.46904564	0.14722392	0.042829406	0.33199254	0.0089085009	9.6668118e-05	0.28972	87
56	-28	14	0.46872756	0.14687113	0.042866252	0.33268997	0.0088450927	9.2724564e-05	0.28881639	87
57	-28	15.5	0.46840945	0.14651838	0.042903107	0.33338737	0.0087816846	9.1351925e-05	0.28791279	87
58	-32	12.5	0.46936589	0.13643551	0.040619504	0.345366	0.0082131	9.2290924e-05	0.28544	87
59	-32	14	0.46930221	0.13613629	0.040258337	0.34612843	0.0081747361	9.2392824e-05	0.28459999	87
60	-32	15.5	0.46923852	0.13583711	0.039897174	0.34689084	0.0081363721	8.9722031e-05	0.28376001	87
61	-36	12.5	0.47232088	0.12927639	0.0351271	0.3544268	0.0088488003	8.8015651e-05	0.27557001	87
62	-36	14	0.47209719	0.12908657	0.035051633	0.35497075	0.0087938765	8.3415325e-05	0.2752268	87
63	-36	15.5	0.47187343	0.12889673	0.034976162	0.35551473	0.0087389527	8.7228764e-05	0.2748836	87
64	-40	12.5	0.47196269	0.120868	0.0302049	0.36410511	0.012859301	7.9455713e-05	0.25997999	87
65	-40	14	0.47160003	0.12094437	0.030289285	0.36431625	0.012850049	7.8611512e-05	0.25994879	87
66	-40	15.5	0.47123739	0.12102075	0.030373668	0.36452737	0.012840795	7.683802e-05	0.25991759	87
67	0	25	0.45867512	0.2074925	0.081409298	0.2359971	0.016426001	6.5872191e-05	0.19891	87
68	0	26.5	0.45991421	0.20599209	0.08003439	0.2374296	0.016629713	6.4880143e-05	0.19243839	87
69	0	28	0.4611533	0.20449169	0.078659475	0.23886211	0.016833425	6.2783911e-05	0.1859668	87
70	-4	25	0.45768291	0.20251431	0.076098599	0.24791099	0.015793199	7.4360891e-05	0.21766999	87
71	-4	26.5	0.4586595	0.20065597	0.075401865	0.24939893	0.015883716	7.1413866e-05	0.210344	87
72	-4	28	0.45963615	0.19879763	0.074705139	0.25088686	0.015974231	6.7181107e-05	0.20301799	87
73	-8	25	0.45935833	0.19353321	0.07014171	0.26275942	0.014207302	7.9158519e-05	0.23339	87
74	-8	26.5	0.46035096	0.19183928	0.069654576	0.26386985	0.014285348	7.6511416e-05	0.225518	87
75	-8	28	0.46134356	0.19014534	0.069167443	0.26498026	0.014363396	6.9601119e-05	0.217646	87
76	-12	25	0.46327165	0.18114252	0.065062009	0.27738863	0.0131352	8.3921368e-05	0.24995001	87
77	-12	26.5	0.46388707	0.18002649	0.064526454	0.278258	0.013302	7.723656e-05	0.24139521	87
78	-12	28	0.46450245	0.17891046	0.063990913	0.27912736	0.013468801	7.68061e-05	0.2328404	87
79	-16	25	0.46235216	0.17317578	0.061150495	0.29113957	0.012181999	8.5761436e-05	0.26288	87
80	-16	26.5	0.4629702	0.17210121	0.06059967	0.29202852	0.012300403	8.1619495e-05	0.25397959	87
81	-16	28	0.46358827	0.17102663	0.060048848	0.29291746	0.012418807	7.9477177e-05	0.2450792	87
82	-20	25	0.46479779	0.1620741	0.053395502	0.3083815	0.0113511	8.6220214e-05	0.27344999	87
83	-20	26.5	0.46524146	0.16122299	0.053289335	0.3088671	0.011379097	8.2515959e-05	0.26417279	87
84	-20	28	0.4656851	0.16037188	0.053183172	0.30935273	0.011407091	8.0607046e-05	0.2548956	87
85	-24	25	0.46634081	0.1499491	0.048882097	0.3253389	0.0094891004	8.539878e-05	0.27862	87
86	-24	26.5	0.46685886	0.14964995	0.04860292	0.32533798	0.0095502883	8.5000065e-05	0.2694256	87
87	-24	28	0.46737698	0.14935079	0.048323739	0.32533702	0.0096114762	8.2521321e-05	0.2602312	87
88	-28	25	0.46639484	0.14428419	0.043136496	0.33780438	0.0083800992	8.7805216e-05	0.28219	87
89	-28	26.5	0.46706063	0.14372395	0.043084022	0.3376202	0.0085112229	8.5289823e-05	0.27285999	87
