Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	ASR	Temp_C
1	0	0	0.41178876	0.17393184	0	0.4142794	0	128553.97	265
2	-4	0	0.40796241	0.18132977	0	0.41070783	0	770192.88	265
3	-8	0	0.40636292	0.19236942	0	0.40126768	0	472181.38	265
4	-12	0	0.40397671	0.19896694	0	0.39705637	0	236593.34	265
5	-16	0	0.40958813	0.21155453	0	0.37885734	0	209943.22	265
6	-20	0	0.39953613	0.24141738	0	0.35904649	0	105378.45	265
7	-24	0	0.40767646	0.24932306	0	0.34300047	0	72066.875	265
8	-28	0	0.40280914	0.27553168	0	0.32165918	0	66086.547	265
9	-32	0	0.4193396	0.28608844	0	0.29457194	0	99943.484	265
10	-36	0	0.42371625	0.29885918	0	0.27742457	0	111868.98	265
11	-40	0	0.43337995	0.31295756	0	0.2536625	0	101674.51	265
12	0	3.75	0.41834474	0.17877054	0	0.40288472	0	118155.3	265
13	-4	3.75	0.41405311	0.18818298	0	0.39776388	0	361126.06	265
14	-8	3.75	0.4110418	0.19958839	0	0.38936982	0	141999.98	265
15	-12	3.75	0.40870354	0.20786649	0	0.38342997	0	43800.086	265
16	-16	3.75	0.409989	0.2219649	0	0.3680461	0	111008.18	265
17	-20	3.75	0.40284967	0.24717407	0	0.34997627	0	157488.05	265
18	-24	3.75	0.40740606	0.25549969	0	0.33709425	0	132600.34	265
19	-28	3.75	0.4025704	0.27892488	0	0.31850472	0	178184.86	265
20	-32	3.75	0.41551501	0.28874508	0	0.29573992	0	196512.91	265
21	-36	3.75	0.41722351	0.30371475	0	0.27906173	0	271559.28	265
22	-40	3.75	0.42355627	0.31870398	0	0.25773975	0	489020.31	265
23	0	7.5	0.42490071	0.18360923	0	0.39149007	0	452075.19	265
24	-4	7.5	0.42014384	0.1950362	0	0.38481995	0	252081.39	265
25	-8	7.5	0.4157207	0.20680737	0	0.37747195	0	156576.98	265
26	-12	7.5	0.41343036	0.21676604	0	0.36980358	0	162169.02	265
27	-16	7.5	0.41038987	0.23237528	0	0.35723484	0	137077.11	265
28	-20	7.5	0.40616319	0.25293076	0	0.34090605	0	120370.12	265
29	-24	7.5	0.40713567	0.26167631	0	0.33118805	0	90006.633	265
30	-28	7.5	0.40233162	0.28231809	0	0.31535029	0	117062.02	265
31	-32	7.5	0.41169041	0.29140171	0	0.29690787	0	174421.22	265
32	-36	7.5	0.41073078	0.30857033	0	0.2806989	0	257107.94	265
33	-40	7.5	0.41373259	0.32445043	0	0.26181701	0	567780.06	265
34	0	11.5	0.43189374	0.1887705	0	0.37933576	0	255254.41	265
35	-4	11.5	0.42664063	0.2023463	0	0.37101308	0	196255.3	265
36	-8	11.5	0.42071149	0.21450761	0	0.3647809	0	130438.93	265
37	-12	11.5	0.41847235	0.22625889	0	0.35526878	0	98479.508	265
38	-16	11.5	0.41081747	0.24347967	0	0.34570286	0	135132.47	265
39	-20	11.5	0.40969762	0.25907123	0	0.33123115	0	135311.53	265
40	-24	11.5	0.40684721	0.26826471	0	0.32488808	0	77961.766	265
41	-28	11.5	0.40207693	0.28593752	0	0.31198555	0	89906.102	265
42	-32	11.5	0.40761083	0.29423544	0	0.29815373	0	155100.42	265
43	-36	11.5	0.4038052	0.31374964	0	0.28244519	0	554459.69	265
44	-40	11.5	0.403254	0.33057994	0	0.26616606	0	246457.94	265
45	0	15.25	0.43748507	0.19280647	0	0.36970845	0	175929.19	265
46	-4	15.25	0.43176505	0.20821226	0	0.36002269	0	88834.812	265
47	-8	15.25	0.42490435	0.2208793	0	0.35421637	0	92268.578	265
48	-12	15.25	0.42255425	0.2343708	0	0.34307495	0	80010.078	265
49	-16	15.25	0.41159639	0.25275925	0	0.33564436	0	71254.461	265
50	-20	15.25	0.4128226	0.26457292	0	0.32260448	0	86484.906	265
51	-24	15.25	0.40672663	0.27464524	0	0.31862816	0	86101.633	265
52	-28	15.25	0.40224862	0.28976655	0	0.30798483	0	123436.32	265
53	-32	15.25	0.40419427	0.29773298	0	0.29807279	0	875781.81	265
54	-36	15.25	0.39847037	0.3185553	0	0.28297433	0	359995.09	265
55	-40	15.25	0.39513308	0.33587945	0	0.26898751	0	275297.75	265
56	0	19	0.43680638	0.19162464	0	0.37156898	0	659703.06	265
57	-4	19	0.43060842	0.20766112	0	0.36173046	0	80478.18	265
58	-8	19	0.42593783	0.22174375	0	0.35231844	0	82108.664	265
59	-12	19	0.42244413	0.23736304	0	0.34019279	0	83918.227	265
60	-16	19	0.41483265	0.25468847	0	0.33047888	0	82036.406	265
61	-20	19	0.41472197	0.26841709	0	0.31686094	0	67865.312	265
62	-24	19	0.40757978	0.28235114	0	0.31006908	0	69655.391	265
63	-28	19	0.40508831	0.29642853	0	0.29848316	0	749018.5	265
64	-32	19	0.40342984	0.30669633	0	0.28987384	0	306242.44	265
65	-36	19	0.40066186	0.32303658	0	0.27630156	0	206952.42	265
66	-40	19	0.39808011	0.33827385	0	0.26364601	0	446922.97	265
67	0	23	0.43608242	0.19036402	0	0.37355354	0	885300.81	265
68	-4	23	0.42937469	0.20707323	0	0.36355209	0	76783.664	265
69	-8	23	0.42704019	0.2226658	0	0.35029399	0	93047.688	265
70	-12	23	0.42232671	0.24055476	0	0.33711854	0	86817.914	265
71	-16	23	0.41828465	0.25674632	0	0.32496902	0	75746.938	265
72	-20	23	0.41674796	0.27251753	0	0.31073451	0	70886.898	265
73	-24	23	0.40848979	0.29057077	0	0.30093944	0	788162.75	265
74	-28	23	0.40811732	0.30353463	0	0.28834805	0	294115.91	265
75	-32	23	0.40261444	0.31625724	0	0.28112832	0	170645.03	265
76	-36	23	0.40299943	0.32781661	0	0.26918393	0	225032.28	265
77	-40	23	0.40122363	0.34082794	0	0.25794843	0	351889.78	265
78	0	26.75	0.43540373	0.18918219	0	0.37541407	0	696176.94	265
79	-4	26.75	0.42821807	0.20652208	0	0.36525986	0	127423	265
80	-8	26.75	0.42807367	0.22353023	0	0.34839606	0	106779.59	265
81	-12	26.75	0.42221662	0.24354701	0	0.33423638	0	88376.141	265
82	-16	26.75	0.42152092	0.25867555	0	0.31980354	0	77662.688	265
83	-20	26.75	0.41864732	0.2763617	0	0.30499098	0	896641.94	265
84	-24	26.75	0.40934297	0.29827666	0	0.29238036	0	330621.22	265
85	-28	26.75	0.41095701	0.31019658	0	0.27884641	0	178159.72	265
86	-32	26.75	0.40185001	0.32522058	0	0.2729294	0	113461.76	265
87	-36	26.75	0.40519094	0.33229789	0	0.26251116	0	152935.88	265
88	-40	26.75	0.40417066	0.34322235	0	0.25260696	0	281518.12	265
89	0	30.5	0.44181862	0.18288067	0	0.37530071	0	436901.28	265
90	-4	30.5	0.4346846	0.19741251	0	0.36790287	0	80930.57	265
91	-8	30.5	0.43348163	0.21496762	0	0.35155073	0	104687.29	265
92	-12	30.5	0.42867824	0.23350672	0	0.33781505	0	100468.13	265
93	-16	30.5	0.42725337	0.24974683	0	0.32299981	0	1590651.2	265
94	-20	30.5	0.42318389	0.26808727	0	0.30872884	0	638905.69	265
95	-24	30.5	0.41360191	0.29018572	0	0.29621238	0	349219.44	265
96	-28	30.5	0.41322488	0.30497986	0	0.28179526	0	124674.1	265
97	-32	30.5	0.40561756	0.31996426	0	0.27441821	0	129285.96	265
98	-36	30.5	0.40717438	0.32959625	0	0.26322937	0	196600.88	265
99	-40	30.5	0.40626332	0.34062752	0	0.25310913	0	420596.44	265
100	0	34.5	0.44982529	0.17531887	0	0.37485585	0	0	265
101	-4	34.5	0.44283324	0.18629117	0	0.37087557	0	88819.109	265
102	-8	34.5	0.43996799	0.20428717	0	0.35574484	0	96415.477	265
