Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	ASR	Temp_C
1	0	0	0.43203932	0.089593336	0.020026833	0.33408445	0.12425606	99714.148	351
2	-4	0	0.42393652	0.10046376	0.015967963	0.32541904	0.13421272	1404528	351
3	-8	0	0.43312463	0.095544472	0.014886922	0.30671316	0.14973082	1367091.1	351
4	-12	0	0.42823091	0.099273682	0.019500168	0.28486905	0.16812618	1184066.2	351
5	-16	0	0.43397957	0.086886153	0.024403475	0.26637954	0.18835127	1141968.9	351
6	-20	0	0.43394822	0.10487571	0.020488374	0.23784171	0.20284599	1939933.5	351
7	-24	0	0.43316612	0.11151164	0.028233767	0.21042356	0.21666493	3837141.2	351
8	-28	0	0.4451268	0.10566239	0.016158225	0.18815719	0.2448954	5067075	351
9	-32	0	0.44803271	0.1149008	0.017752558	0.15787607	0.26143786	4267853.5	351
10	-36	0	0.44531879	0.11751499	0.029966306	0.13509172	0.2721082	7648521.5	351
11	-40	0	0.43986267	0.10908191	0.033240929	0.12490579	0.2929087	4921305	351
12	0	3.75	0.43691096	0.096521772	0.018212613	0.31957185	0.12878279	998345.5	351
13	-4	3.75	0.4278841	0.10542364	0.016563855	0.31073174	0.13939667	2064255.4	351
14	-8	3.75	0.43554565	0.10115753	0.016291222	0.29381579	0.15318981	1958154.8	351
15	-12	3.75	0.43039072	0.10602371	0.020343889	0.27369764	0.16954404	883575.75	351
16	-16	3.75	0.43524355	0.097066715	0.023013847	0.25656527	0.18811062	1769800.5	351
17	-20	3.75	0.43362844	0.11143521	0.020831754	0.23319057	0.20091404	5367097	351
18	-24	3.75	0.43409458	0.11418491	0.025981156	0.21049763	0.21524172	10453021	351
19	-28	3.75	0.44004381	0.1111529	0.021183016	0.19017604	0.23744424	13479946	351
20	-32	3.75	0.44370762	0.11666932	0.020758465	0.16562848	0.25323614	12045495	351
21	-36	3.75	0.43977031	0.11802717	0.029844295	0.14794102	0.2644172	11447649	351
22	-40	3.75	0.43470877	0.11102942	0.032217387	0.13757482	0.28446957	15553711	351
23	0	7.5	0.44178259	0.10345022	0.016398393	0.30505928	0.13330953	408863.91	351
24	-4	7.5	0.43183169	0.11038351	0.017159745	0.29604444	0.1445806	1753756.2	351
25	-8	7.5	0.43796667	0.10677059	0.01769552	0.28091842	0.15664881	2271371.5	351
26	-12	7.5	0.43255052	0.11277374	0.021187607	0.26252624	0.1709619	2700199	351
27	-16	7.5	0.43650752	0.10724729	0.021624217	0.246751	0.18786997	3078446.8	351
